3b01. Attention list milk production and conductivity 16/12/2020 15:36:18
532,1,2,31,20.9,-4.0,8.3,23.4
539,1,2,58,28.5,-2.4,8.8,9.2
524,1,2,105,21.0,-25.6,8.8,-5.4
402,1,3,87,27.8,-10.8,9.3,0.0
971,1,8,23,20.3,-12.4,9.4,-0.8
952,1,7,53,29.3,-15.6,9.2,4.8
56,1,6,211,13.8,-10.9,11.1,22.1
278,1,5,81,26.0,0.1,8.9,7.0
319,1,4,178,20.0,-22.5,10.0,39.7
311,1,4,256,10.4,-25.2,10.9,-0.3
