3b02. Total milk production for the last 20 days 16/12/2020 15:37:52
30/11/2020,254,2,2,0,0,27.7,841,8.9
30/11/2020,600,4,0,4,0,19.8,1258,9.1
30/11/2020,26,2,2,0,0,26.8,864,8.7
30/11/2020,968,2,2,0,0,17.2,950,10.2
30/11/2020,497,3,1,2,0,20.5,903,8.9
30/11/2020,516,2,2,0,0,22.1,958,8.8
30/11/2020,348,3,3,0,0,35.8,1354,9.6
30/11/2020,447,4,3,1,0,30.7,1289,13.8
30/11/2020,307,4,4,0,0,29.7,1819,8.4
30/11/2020,519,3,3,0,0,29.1,699,9.6
30/11/2020,350,5,2,2,1,17.3,1217,9.9
30/11/2020,83,3,0,3,0,13.6,953,8.9
30/11/2020,312,3,3,0,0,19.3,775,8.9
30/11/2020,504,3,3,0,0,16.2,896,10.7
30/11/2020,479,2,2,0,0,21.6,1013,9.2
30/11/2020,468,2,0,2,0,17.0,971,8.8
30/11/2020,347,1,0,1,0,9.8,644,8.9
30/11/2020,511,3,0,3,0,12.7,714,8.9
30/11/2020,311,2,2,0,0,11.1,719,10.7
30/11/2020,353,3,3,0,0,22.3,1003,8.6
30/11/2020,443,3,3,0,0,22.0,1083,8.7
30/11/2020,337,3,3,0,0,28.3,937,9.5
30/11/2020,63,4,4,0,0,23.9,1128,9.1
30/11/2020,523,2,2,0,0,23.6,747,9.5
30/11/2020,300,2,2,0,0,12.0,750,10.6
01/12/2020,300,2,2,0,0,11.9,666,11.1
01/12/2020,519,3,3,0,0,26.7,716,9.5
01/12/2020,468,2,1,1,0,16.4,1072,8.8
01/12/2020,297,2,0,2,0,12.1,486,8.6
01/12/2020,281,3,3,0,0,28.4,947,8.7
01/12/2020,311,3,3,0,0,10.5,680,10.4
01/12/2020,337,4,3,1,0,44.2,1114,9.5
01/12/2020,535,2,2,0,0,30.0,960,10.2
01/12/2020,511,4,0,3,1,11.5,1033,8.8
01/12/2020,523,2,2,0,0,22.2,671,9.2
01/12/2020,493,2,2,0,0,16.9,628,8.3
01/12/2020,307,4,4,0,0,29.4,1863,8.7
01/12/2020,370,3,2,1,0,17.7,1013,9.1
01/12/2020,319,2,2,0,0,18.1,686,9.9
01/12/2020,539,3,3,0,0,27.4,1513,8.5
01/12/2020,312,2,2,0,0,18.7,737,8.9
01/12/2020,504,2,1,1,0,16.4,767,10.0
01/12/2020,353,4,4,0,0,24.4,1069,9.1
01/12/2020,524,3,2,1,0,21.7,1837,9.2
01/12/2020,402,3,2,1,0,24.4,1033,9.3
01/12/2020,479,2,2,0,0,19.0,1042,8.9
01/12/2020,358,3,3,0,0,19.0,973,8.8
01/12/2020,356,5,2,0,3,22.6,2100,9.1
01/12/2020,516,3,1,1,1,11.4,857,8.8
01/12/2020,443,3,2,1,0,20.2,1160,8.3
01/12/2020,383,2,2,0,0,17.0,502,9.2
01/12/2020,386,4,0,4,0,15.5,1909,8.2
01/12/2020,503,1,0,1,0,6.6,569,12.5
01/12/2020,390,3,0,3,0,17.2,946,9.1
01/12/2020,447,4,4,0,0,27.5,1301,14.4
01/12/2020,350,2,1,1,0,21.7,1064,10.0
01/12/2020,532,2,0,2,0,18.6,1173,8.2
01/12/2020,531,4,0,3,1,12.3,825,7.8
01/12/2020,355,4,3,0,1,17.6,767,9.2
01/12/2020,347,2,0,2,0,11.2,826,8.9
01/12/2020,348,4,3,0,1,33.7,1408,9.6
01/12/2020,497,2,1,1,0,18.6,845,8.4
01/12/2020,487,3,3,0,0,20.5,1129,8.6
01/12/2020,968,2,2,0,0,16.1,927,9.9
01/12/2020,26,3,3,0,0,23.7,764,8.6
01/12/2020,53,2,2,0,0,18.4,706,9.3
01/12/2020,177,3,2,1,0,13.6,795,11.3
01/12/2020,584,2,0,2,0,15.8,695,8.3
01/12/2020,166,2,2,0,0,23.1,834,8.5
01/12/2020,254,3,3,0,0,26.5,883,9.3
01/12/2020,557,3,0,3,0,16.4,966,9.1
01/12/2020,83,4,0,4,0,14.8,1033,8.9
01/12/2020,973,2,0,2,0,17.6,959,10.9
01/12/2020,278,3,2,1,0,24.8,1052,8.7
01/12/2020,600,3,0,3,0,18.7,844,9.1
01/12/2020,56,3,0,2,1,13.5,1041,10.9
01/12/2020,208,3,0,3,0,11.2,677,9.5
01/12/2020,169,3,3,0,0,52.6,1368,9.1
01/12/2020,63,3,3,0,0,22.7,1289,9.2
01/12/2020,952,3,3,0,0,29.1,1045,8.9
02/12/2020,443,3,3,0,0,18.5,925,8.4
02/12/2020,63,3,3,0,0,24.4,1035,9.2
02/12/2020,497,3,2,1,0,21.8,992,8.5
02/12/2020,307,4,4,0,0,29.1,1703,8.7
02/12/2020,519,3,3,0,0,28.9,927,9.3
02/12/2020,353,2,2,0,0,23.9,1020,8.5
02/12/2020,347,3,0,3,0,11.7,864,9.1
02/12/2020,504,2,2,0,0,15.6,594,10.2
02/12/2020,312,2,2,0,0,17.4,656,8.6
02/12/2020,503,2,0,1,1,6.0,609,12.6
02/12/2020,479,3,3,0,0,21.6,1043,8.7
02/12/2020,468,2,0,2,0,17.9,1159,9.9
02/12/2020,516,2,1,1,0,27.3,1356,9.1
02/12/2020,447,4,4,0,0,31.9,1200,13.8
02/12/2020,319,3,2,1,0,20.6,798,9.8
02/12/2020,177,2,2,0,0,14.2,731,10.3
02/12/2020,511,4,0,3,1,12.2,975,8.8
02/12/2020,348,3,3,0,0,34.4,1279,9.5
02/12/2020,83,3,0,3,0,15.2,1115,9.9
02/12/2020,350,3,2,1,0,21.3,920,10.0
02/12/2020,311,1,0,1,0,8.1,367,10.7
02/12/2020,600,2,0,2,0,15.7,777,9.5
02/12/2020,532,1,0,1,0,16.6,954,8.5
02/12/2020,26,3,3,0,0,25.5,730,8.7
02/12/2020,968,1,1,0,0,16.0,740,10.4
02/12/2020,259,3,1,1,1,9.0,375,9.2
02/12/2020,531,4,0,2,2,12.8,1297,8.4
02/12/2020,493,3,3,0,0,23.7,909,8.3
02/12/2020,254,2,2,0,0,30.3,881,9.3
02/12/2020,383,1,1,0,0,13.7,370,9.2
02/12/2020,557,2,0,2,0,16.1,734,9.3
02/12/2020,487,4,2,1,1,25.1,1274,8.6
02/12/2020,539,3,3,0,0,28.8,1456,8.7
02/12/2020,370,3,3,0,0,20.0,976,8.9
02/12/2020,973,2,0,2,0,18.0,1003,10.9
02/12/2020,535,4,3,0,1,27.2,1099,10.4
02/12/2020,169,1,1,0,0,49.5,1145,8.9
02/12/2020,281,3,3,0,0,27.3,971,8.9
02/12/2020,278,2,2,0,0,23.3,915,9.3
02/12/2020,971,3,1,2,0,8.5,711,8.9
02/12/2020,524,5,1,2,2,17.7,1789,9.3
02/12/2020,356,3,3,0,0,24.3,1238,9.2
02/12/2020,584,2,0,1,1,17.8,721,8.0
02/12/2020,297,2,0,2,0,12.3,359,8.6
02/12/2020,390,2,0,2,0,18.8,852,10.3
02/12/2020,300,1,1,0,0,12.5,497,11.1
02/12/2020,402,2,1,1,0,29.6,963,8.9
02/12/2020,523,1,1,0,0,23.1,648,8.9
02/12/2020,208,2,0,2,0,11.7,588,10.2
02/12/2020,355,2,2,0,0,18.4,646,9.1
02/12/2020,56,3,0,1,2,12.8,1333,10.9
02/12/2020,337,3,3,0,0,41.5,1072,9.1
02/12/2020,53,2,2,0,0,19.1,763,9.3
02/12/2020,952,4,4,0,0,30.1,1031,9.5
02/12/2020,386,3,0,3,0,17.1,893,8.6
02/12/2020,166,3,2,1,0,25.5,1009,8.6
02/12/2020,358,3,2,1,0,17.9,991,8.6
03/12/2020,166,3,3,0,0,22.0,854,8.6
03/12/2020,479,2,2,0,0,18.1,905,8.4
03/12/2020,337,4,3,0,1,39.4,1289,9.1
03/12/2020,487,2,2,0,0,23.8,864,8.8
03/12/2020,386,3,0,3,0,16.8,1154,8.6
03/12/2020,53,2,2,0,0,18.5,908,9.2
03/12/2020,383,2,2,0,0,18.2,579,9.2
03/12/2020,356,4,4,0,0,24.4,1267,9.2
03/12/2020,390,4,0,4,0,18.4,983,8.9
03/12/2020,358,3,3,0,0,17.8,965,8.4
03/12/2020,56,2,1,1,0,15.3,1369,10.9
03/12/2020,952,3,3,0,0,29.4,1052,9.5
03/12/2020,971,4,0,4,0,15.2,1360,9.2
03/12/2020,370,3,3,0,0,19.6,935,9.2
03/12/2020,973,2,0,2,0,15.8,864,9.8
03/12/2020,26,3,3,0,0,23.0,867,8.6
03/12/2020,968,2,1,1,0,13.5,712,10.4
03/12/2020,348,3,3,0,0,35.0,1431,9.3
03/12/2020,350,3,3,0,0,20.4,874,9.9
03/12/2020,447,4,4,0,0,35.1,1629,13.8
03/12/2020,83,3,0,3,0,15.4,781,8.9
03/12/2020,468,2,1,0,1,16.4,1240,9.9
03/12/2020,347,2,0,2,0,12.5,941,9.5
03/12/2020,402,2,2,0,0,25.1,939,8.6
03/12/2020,63,2,2,0,0,20.3,1036,8.8
03/12/2020,355,4,3,0,1,17.7,851,9.1
03/12/2020,443,2,1,1,0,20.7,1358,8.4
03/12/2020,353,3,2,1,0,20.6,849,8.6
03/12/2020,312,2,2,0,0,17.8,620,8.6
03/12/2020,532,1,1,0,0,19.2,1091,8.5
03/12/2020,504,1,1,0,0,14.8,631,10.2
03/12/2020,511,4,0,3,1,11.6,926,8.8
03/12/2020,311,3,3,0,0,9.7,745,10.9
03/12/2020,254,3,3,0,0,29.7,1055,8.9
03/12/2020,319,2,2,0,0,19.8,820,10.7
03/12/2020,177,1,1,0,0,13.2,684,10.3
03/12/2020,600,1,1,0,0,12.7,477,9.5
03/12/2020,497,3,2,1,0,20.0,842,8.7
03/12/2020,535,1,1,0,0,15.4,457,11.1
03/12/2020,503,2,0,1,1,5.9,677,12.6
03/12/2020,259,1,0,1,0,15.5,553,9.2
03/12/2020,584,2,1,1,0,15.8,714,9.9
03/12/2020,307,4,4,0,0,29.3,1753,8.3
03/12/2020,208,3,0,2,1,10.3,738,10.2
03/12/2020,524,3,1,2,0,20.2,1384,8.2
03/12/2020,523,3,3,0,0,23.0,743,8.9
03/12/2020,297,1,0,1,0,10.9,339,8.6
03/12/2020,300,3,3,0,0,11.5,729,10.7
03/12/2020,516,2,2,0,0,19.7,862,9.8
03/12/2020,531,4,0,3,1,11.1,834,7.6
03/12/2020,557,3,1,1,1,13.7,733,9.3
03/12/2020,519,3,2,1,0,26.8,985,9.3
03/12/2020,240,2,1,0,1,15.7,528,10.2
03/12/2020,493,3,3,0,0,21.6,1005,8.4
03/12/2020,169,2,2,0,0,43.2,1081,8.9
03/12/2020,281,3,3,0,0,28.3,986,9.1
03/12/2020,539,4,4,0,0,27.3,1579,8.5
03/12/2020,278,3,2,1,0,21.0,917,9.3
04/12/2020,516,2,2,0,0,21.8,807,8.9
04/12/2020,240,3,2,0,1,27.1,956,10.2
04/12/2020,443,3,3,0,0,19.2,917,8.3
04/12/2020,53,3,3,0,0,18.8,837,9.9
04/12/2020,539,3,3,0,0,30.0,1535,8.5
04/12/2020,973,1,0,1,0,13.2,646,11.1
04/12/2020,487,3,2,1,0,20.4,920,8.6
04/12/2020,311,2,2,0,0,9.4,650,12.0
04/12/2020,531,5,0,1,4,9.6,1038,7.5
04/12/2020,348,3,3,0,0,35.2,1389,9.5
04/12/2020,511,4,0,3,1,11.7,883,8.5
04/12/2020,386,4,0,3,1,18.3,1187,8.8
04/12/2020,350,4,1,2,1,18.2,1377,10.2
04/12/2020,447,3,3,0,0,28.8,1211,8.6
04/12/2020,83,4,0,4,0,14.0,1041,8.2
04/12/2020,557,1,0,1,0,8.3,326,9.8
04/12/2020,390,2,0,2,0,17.1,855,9.5
04/12/2020,356,3,3,0,0,24.7,1308,8.9
04/12/2020,300,1,1,0,0,13.2,558,11.7
04/12/2020,297,1,0,1,0,11.5,406,9.1
04/12/2020,402,2,1,1,0,27.0,1008,9.1
04/12/2020,584,1,0,1,0,15.8,683,9.9
04/12/2020,523,1,1,0,0,23.2,600,8.9
04/12/2020,370,3,3,0,0,20.9,884,8.9
04/12/2020,208,3,0,1,2,10.7,768,10.2
04/12/2020,355,2,2,0,0,18.1,593,9.3
04/12/2020,524,4,1,2,1,20.2,1890,8.5
04/12/2020,353,2,2,0,0,22.9,917,9.6
04/12/2020,519,3,3,0,0,27.4,662,9.8
04/12/2020,358,2,2,0,0,17.8,847,9.8
04/12/2020,169,2,2,0,0,46.2,1458,9.1
04/12/2020,307,4,4,0,0,27.3,1887,8.5
04/12/2020,56,4,0,2,2,13.4,1243,12.3
04/12/2020,952,3,3,0,0,30.0,1004,9.5
04/12/2020,63,3,3,0,0,23.4,955,9.1
04/12/2020,166,3,2,1,0,24.5,769,8.6
04/12/2020,319,2,2,0,0,20.8,773,10.7
04/12/2020,337,4,3,0,1,34.3,1175,9.1
04/12/2020,468,2,0,2,0,15.6,960,8.7
04/12/2020,532,2,1,1,0,16.9,1293,8.4
04/12/2020,177,1,0,1,0,11.3,503,10.3
04/12/2020,479,2,2,0,0,21.4,1147,8.6
04/12/2020,259,3,0,3,0,17.9,872,9.5
04/12/2020,278,4,4,0,0,24.9,984,8.7
04/12/2020,503,2,0,2,0,6.5,684,9.9
04/12/2020,312,2,2,0,0,16.6,670,8.7
04/12/2020,493,2,2,0,0,20.6,699,8.4
04/12/2020,254,2,2,0,0,30.6,1016,9.2
04/12/2020,281,3,3,0,0,29.2,993,8.9
04/12/2020,26,2,2,0,0,24.6,737,9.3
04/12/2020,383,2,1,1,0,15.2,489,10.7
04/12/2020,971,5,0,5,0,16.1,1495,9.3
04/12/2020,600,1,0,1,0,1.2,42,8.2
04/12/2020,497,1,1,0,0,20.3,678,8.7
04/12/2020,968,2,2,0,0,15.0,764,9.6
04/12/2020,504,3,2,1,0,16.4,853,9.5
04/12/2020,535,2,0,2,0,20.5,750,11.1
04/12/2020,347,2,0,2,0,13.5,874,9.5
05/12/2020,584,1,1,0,0,15.5,606,7.7
05/12/2020,281,2,2,0,0,28.5,791,9.5
05/12/2020,539,4,3,0,1,27.1,1997,9.1
05/12/2020,971,4,0,4,0,17.9,1883,9.6
05/12/2020,370,2,2,0,0,20.3,873,8.9
05/12/2020,56,1,1,0,0,15.5,1017,12.3
05/12/2020,390,4,0,3,1,17.0,1485,9.5
05/12/2020,356,3,3,0,0,24.5,1245,8.9
05/12/2020,524,3,3,0,0,22.3,1522,8.5
05/12/2020,535,2,2,0,0,21.1,749,10.7
05/12/2020,297,3,1,1,1,11.8,492,9.1
05/12/2020,386,2,1,1,0,15.8,732,8.8
05/12/2020,254,3,3,0,0,30.4,1240,9.1
05/12/2020,557,1,0,1,0,13.1,462,9.8
05/12/2020,240,3,3,0,0,30.7,967,9.3
05/12/2020,968,2,1,1,0,14.5,831,9.6
05/12/2020,26,3,3,0,0,22.7,770,9.3
05/12/2020,383,2,1,1,0,14.2,514,10.7
05/12/2020,531,3,0,3,0,13.4,969,9.1
05/12/2020,358,3,3,0,0,18.7,948,9.8
05/12/2020,278,3,3,0,0,26.3,1114,8.9
05/12/2020,952,4,4,0,0,32.5,1066,9.9
05/12/2020,259,3,0,3,0,19.4,738,9.5
05/12/2020,973,2,1,1,0,14.9,803,11.1
05/12/2020,532,2,2,0,0,17.4,1241,8.4
05/12/2020,53,2,2,0,0,17.7,789,9.9
05/12/2020,504,2,1,1,0,10.1,616,9.3
05/12/2020,347,2,0,2,0,13.4,918,9.6
05/12/2020,312,3,3,0,0,16.5,791,8.9
05/12/2020,503,2,0,2,0,5.5,490,9.9
05/12/2020,468,2,0,2,0,16.8,941,9.3
05/12/2020,311,1,1,0,0,9.7,826,12.0
05/12/2020,511,3,0,2,1,12.1,1001,8.8
05/12/2020,83,4,0,3,1,14.7,1192,8.9
05/12/2020,350,3,3,0,0,23.8,939,10.2
05/12/2020,348,3,3,0,0,36.5,1414,9.6
05/12/2020,479,3,2,0,1,20.1,1132,8.6
05/12/2020,166,2,2,0,0,22.3,748,8.4
05/12/2020,493,2,2,0,0,21.2,942,8.7
05/12/2020,337,3,2,1,0,40.0,1077,8.9
