5a16. Wait time, Milk/Feed Last month 16/12/2020 16:47:46
18/11/2020,83,15.2,8000,8062
18/11/2020,402,26.8,8000,7464
18/11/2020,300,13.4,4000,3700
18/11/2020,53,19.6,4300,4160
18/11/2020,63,24.3,8000,8063
18/11/2020,493,21.2,8000,7691
18/11/2020,348,30.6,7400,7019
18/11/2020,586,11.2,5000,4389
18/11/2020,278,28.7,4000,4014
18/11/2020,511,12.1,7400,7412
19/11/2020,195,7.4,2000,1712
19/11/2020,312,16.1,4400,4412
19/11/2020,177,13.1,4200,3142
19/11/2020,503,6.1,8000,3975
19/11/2020,317,12.4,4100,3538
19/11/2020,311,11.1,4000,3706
19/11/2020,493,19.9,8000,7024
19/11/2020,516,19.9,8000,7371
19/11/2020,504,15.0,8000,8018
19/11/2020,581,7.4,4000,3127
19/11/2020,307,29.3,8000,7952
19/11/2020,300,11.2,4100,2481
19/11/2020,523,21.3,8000,5718
19/11/2020,524,18.8,8000,7984
19/11/2020,531,11.1,4000,3923
19/11/2020,535,30.0,8000,8014
19/11/2020,519,26.1,5900,5701
19/11/2020,211,10.8,3600,3614
19/11/2020,208,7.4,3800,1701
19/11/2020,169,47.3,10600,9859
19/11/2020,600,18.0,9000,8804
19/11/2020,487,24.6,5500,5469
19/11/2020,497,12.7,8000,7980
19/11/2020,586,11.9,5000,4866
19/11/2020,319,19.4,4500,3712
19/11/2020,511,9.4,7400,6968
19/11/2020,584,16.0,8000,4678
19/11/2020,278,28.1,4000,4032
19/11/2020,337,34.9,8000,7979
19/11/2020,604,15.4,5000,4901
19/11/2020,297,11.7,4100,3451
19/11/2020,557,11.6,9000,6273
19/11/2020,595,5.5,4000,3534
19/11/2020,539,25.6,7400,7394
19/11/2020,281,33.0,8000,7997
19/11/2020,348,31.7,7400,7050
19/11/2020,383,17.0,4600,4445
19/11/2020,350,16.5,5200,5206
19/11/2020,53,19.5,4300,4336
19/11/2020,386,13.7,4100,4069
19/11/2020,468,17.4,8000,7614
19/11/2020,968,17.2,4600,4396
19/11/2020,26,24.6,6000,6036
19/11/2020,347,10.1,3500,2666
19/11/2020,382,15.5,4200,4192
19/11/2020,60,5.7,4100,3200
19/11/2020,356,23.5,6000,6056
19/11/2020,390,20.1,4700,4629
19/11/2020,402,19.7,8000,7742
19/11/2020,63,23.2,8000,7989
19/11/2020,355,16.7,4400,4400
19/11/2020,952,24.3,6400,6360
19/11/2020,447,25.0,6000,5985
19/11/2020,56,10.6,3900,3579
19/11/2020,57,12.3,8000,6224
19/11/2020,443,20.3,8000,7989
19/11/2020,83,13.8,8000,8010
19/11/2020,358,21.2,4900,4905
19/11/2020,479,18.3,8000,8014
19/11/2020,973,12.2,4600,3168
19/11/2020,370,21.4,5700,5678
19/11/2020,166,25.7,5900,5826
20/11/2020,370,16.6,5600,5651
20/11/2020,523,21.5,8000,7869
20/11/2020,497,14.9,8000,7771
20/11/2020,300,9.9,4100,2595
20/11/2020,604,12.2,5000,4060
20/11/2020,319,14.6,4500,3001
20/11/2020,350,24.8,5300,5148
20/11/2020,337,33.7,8000,8001
20/11/2020,386,12.3,4100,4127
20/11/2020,53,18.5,4300,4229
20/11/2020,447,20.7,6200,6184
20/11/2020,60,9.8,4100,2465
20/11/2020,317,11.5,4100,4001
20/11/2020,948,4.5,2000,1948
20/11/2020,358,18.2,4900,4932
20/11/2020,519,21.3,6000,5541
20/11/2020,211,12.0,3600,3559
20/11/2020,390,16.2,4700,4690
20/11/2020,584,13.0,8000,4826
20/11/2020,57,14.1,8000,5900
20/11/2020,443,19.6,8000,8011
20/11/2020,166,23.2,5800,5840
20/11/2020,952,25.7,6600,6528
20/11/2020,595,4.4,4000,4047
20/11/2020,356,22.4,6000,6017
20/11/2020,281,30.9,8000,7975
20/11/2020,83,16.0,8000,7988
20/11/2020,307,28.7,8000,8054
20/11/2020,503,6.0,8000,3949
20/11/2020,581,7.8,4000,3912
20/11/2020,56,14.2,3900,3236
20/11/2020,504,16.4,8000,7415
20/11/2020,600,18.3,9000,8898
20/11/2020,531,12.2,4000,3692
20/11/2020,169,47.2,10600,8954
20/11/2020,586,9.7,5000,4677
20/11/2020,511,11.4,7400,7153
20/11/2020,382,13.2,4300,4071
20/11/2020,402,26.3,8000,7934
20/11/2020,355,15.2,4500,4484
20/11/2020,177,11.4,4200,3972
20/11/2020,311,8.5,4000,3938
20/11/2020,468,15.9,8000,6343
20/11/2020,479,19.2,8000,8014
20/11/2020,278,25.2,4000,3992
20/11/2020,347,11.4,3500,2455
20/11/2020,968,15.6,4700,4121
20/11/2020,195,6.7,2000,1626
20/11/2020,63,19.0,8000,8006
20/11/2020,524,18.8,8000,7460
20/11/2020,535,26.2,8000,8011
20/11/2020,348,29.3,7600,7622
20/11/2020,312,15.9,4400,4336
20/11/2020,516,13.8,8000,5470
20/11/2020,487,22.7,5500,5510
20/11/2020,539,26.6,7600,7566
20/11/2020,297,12.4,4100,3051
20/11/2020,26,24.1,6100,5248
20/11/2020,383,15.4,4600,4470
20/11/2020,493,20.4,8000,7980
21/11/2020,390,16.6,4800,4821
21/11/2020,370,22.6,5500,5499
21/11/2020,60,10.6,4100,2985
21/11/2020,535,30.2,8000,7984
21/11/2020,355,18.0,4500,4473
21/11/2020,516,26.0,8000,7343
21/11/2020,208,5.8,3700,2969
21/11/2020,311,11.7,3900,3584
21/11/2020,356,24.4,5900,5833
21/11/2020,383,16.6,4600,4190
21/11/2020,968,17.2,4600,3784
21/11/2020,26,24.7,6100,6141
21/11/2020,524,16.6,8000,6891
21/11/2020,539,26.3,7800,7751
21/11/2020,297,12.9,4100,2997
21/11/2020,382,14.5,4300,3976
21/11/2020,531,11.4,4000,3458
21/11/2020,278,22.7,4000,3966
21/11/2020,307,28.2,8000,7922
21/11/2020,519,24.5,6000,5955
21/11/2020,952,28.3,6800,6837
21/11/2020,581,9.3,4000,3842
21/11/2020,56,12.5,3900,3607
21/11/2020,211,11.4,3600,3294
21/11/2020,57,14.6,8000,5927
21/11/2020,584,15.3,8000,5521
21/11/2020,358,18.7,5000,4908
21/11/2020,532,4.1,3400,2600
21/11/2020,948,0.4,2000,2015
21/11/2020,281,34.1,8000,7978
21/11/2020,386,14.7,4200,4189
21/11/2020,254,1.9,3400,1703
21/11/2020,557,7.4,9000,3907
21/11/2020,973,6.6,4600,3471
21/11/2020,300,10.6,4100,3328
21/11/2020,523,24.1,8000,8004
21/11/2020,53,18.7,4400,4137
21/11/2020,487,25.2,5500,5470
21/11/2020,317,13.6,4100,4064
21/11/2020,177,13.6,4100,3854
21/11/2020,353,3.7,3400,1619
21/11/2020,479,20.9,8000,7972
21/11/2020,350,20.1,5100,4886
21/11/2020,447,23.3,6400,6353
21/11/2020,169,50.1,10900,10888
21/11/2020,319,20.0,4400,4449
21/11/2020,600,18.8,9000,8972
21/11/2020,468,20.0,8000,7994
21/11/2020,443,21.2,8000,7961
21/11/2020,503,5.7,8000,4663
21/11/2020,83,14.6,8000,6833
21/11/2020,347,11.8,3600,2488
21/11/2020,497,18.4,8000,7092
21/11/2020,511,10.7,7400,7281
21/11/2020,195,8.0,2000,1877
21/11/2020,348,32.7,7600,7426
21/11/2020,166,22.2,5800,5778
21/11/2020,402,26.4,8000,7700
21/11/2020,493,21.7,8000,7974
21/11/2020,604,12.9,5000,2895
21/11/2020,63,24.4,8000,7871
21/11/2020,586,13.0,5000,3969
21/11/2020,504,16.6,8000,7944
21/11/2020,337,34.8,8000,7996
21/11/2020,312,15.0,4400,4280
22/11/2020,297,12.3,4100,2930
22/11/2020,524,19.4,8000,7993
22/11/2020,382,7.8,4200,4158
22/11/2020,600,8.5,9000,5910
22/11/2020,383,16.6,4600,4136
22/11/2020,177,14.5,4100,4095
22/11/2020,26,20.8,6000,5985
22/11/2020,348,23.8,7400,7390
22/11/2020,968,16.3,4600,3801
22/11/2020,347,10.5,3600,1344
22/11/2020,604,1.5,5000,3587
22/11/2020,337,35.5,8000,8002
22/11/2020,281,28.6,8000,7861
22/11/2020,479,12.8,8000,7699
22/11/2020,539,20.2,8000,8001
22/11/2020,973,14.0,4500,4286
22/11/2020,535,19.6,8000,7252
22/11/2020,370,21.6,5300,5303
22/11/2020,532,14.3,3600,3611
22/11/2020,166,17.5,5700,5554
22/11/2020,468,15.9,8000,6962
22/11/2020,278,25.3,4000,3975
22/11/2020,531,10.5,4000,3798
22/11/2020,169,48.1,11200,10763
22/11/2020,487,23.1,5400,5204
22/11/2020,353,17.0,3600,3292
22/11/2020,317,11.2,4100,3760
22/11/2020,390,18.1,4800,4723
22/11/2020,356,24.3,5800,5793
22/11/2020,584,13.8,8000,3396
22/11/2020,57,15.9,8000,6045
22/11/2020,503,0.7,8000,1980
22/11/2020,56,10.5,3900,2942
22/11/2020,581,8.4,4000,3499
22/11/2020,443,19.4,8000,7814
22/11/2020,358,16.6,4900,4866
22/11/2020,211,9.0,3700,2061
22/11/2020,519,23.7,5800,5818
22/11/2020,83,13.7,8000,6690
22/11/2020,307,27.5,8000,8063
22/11/2020,402,14.6,8000,6920
22/11/2020,355,15.8,4500,4449
22/11/2020,311,8.2,3900,3280
22/11/2020,586,10.2,5000,4028
22/11/2020,63,22.1,8000,7621
22/11/2020,511,11.5,7400,7372
22/11/2020,60,10.7,4000,3205
22/11/2020,504,17.7,8000,7484
22/11/2020,208,5.7,3600,1756
22/11/2020,516,20.6,8000,6692
22/11/2020,195,6.7,2000,1266
22/11/2020,312,17.4,4400,4349
22/11/2020,447,16.6,6600,6624
22/11/2020,350,13.8,5100,5074
22/11/2020,557,13.4,9000,6423
22/11/2020,300,11.8,4100,3684
22/11/2020,497,13.3,8000,7964
22/11/2020,53,17.1,4500,4242
22/11/2020,523,18.4,8000,5449
22/11/2020,493,20.0,8000,7671
22/11/2020,254,26.0,3600,3352
22/11/2020,386,11.4,4100,3993
22/11/2020,595,1.5,4000,4021
22/11/2020,952,18.2,7000,7027
22/11/2020,319,15.8,4300,4268
23/11/2020,383,13.8,4500,4317
23/11/2020,355,6.5,4400,3786
23/11/2020,312,17.4,4500,4378
23/11/2020,468,19.4,8000,6914
23/11/2020,504,17.3,8000,6958
23/11/2020,337,37.6,8000,7964
23/11/2020,386,10.0,4100,4064
23/11/2020,319,21.3,4400,4169
23/11/2020,311,7.4,3900,2339
23/11/2020,511,9.7,7400,6447
23/11/2020,524,20.0,8000,6901
23/11/2020,370,21.1,5200,5197
23/11/2020,297,11.7,4100,2033
23/11/2020,443,18.3,8000,7294
23/11/2020,532,15.0,3800,3818
23/11/2020,348,21.0,7500,7465
23/11/2020,493,20.6,8000,7749
23/11/2020,402,24.6,8000,6517
23/11/2020,353,15.4,3800,2536
23/11/2020,487,21.6,5400,4691
23/11/2020,347,10.1,3600,2088
23/11/2020,300,10.9,4000,2336
23/11/2020,519,26.5,5700,5705
23/11/2020,497,10.9,8000,4619
23/11/2020,523,18.4,8000,3998
23/11/2020,503,0.6,8000,5118
23/11/2020,358,18.9,4800,4755
23/11/2020,317,12.0,4100,2637
23/11/2020,479,23.7,8000,5932
23/11/2020,447,29.9,6800,6767
23/11/2020,382,14.6,4200,4204
23/11/2020,350,16.6,5100,4923
23/11/2020,516,21.2,8000,7107
23/11/2020,390,17.7,4700,3982
23/11/2020,531,8.7,4000,3856
23/11/2020,356,24.7,5700,5761
23/11/2020,307,29.8,8000,7983
23/11/2020,208,4.6,3600,1394
23/11/2020,166,28.0,5600,5598
23/11/2020,177,14.3,4000,3371
23/11/2020,53,19.7,4500,4183
23/11/2020,56,16.6,3900,3562
23/11/2020,952,27.1,7200,7153
23/11/2020,586,10.9,5000,3615
23/11/2020,63,23.7,8000,7853
23/11/2020,278,27.8,4000,4051
23/11/2020,604,1.1,5000,3171
23/11/2020,169,45.5,11500,9204
23/11/2020,557,14.0,9000,5342
23/11/2020,83,14.0,8000,7985
23/11/2020,968,14.5,4600,2625
23/11/2020,26,24.7,6000,5898
23/11/2020,581,9.3,4000,1842
23/11/2020,254,22.1,3800,2413
23/11/2020,600,8.1,9000,9475
23/11/2020,584,14.7,8000,4330
23/11/2020,211,9.8,3700,3015
23/11/2020,60,10.1,3900,2328
23/11/2020,195,4.5,2000,841
23/11/2020,57,16.2,8000,5979
23/11/2020,948,1.8,2000,1414
23/11/2020,595,8.9,4000,3980
23/11/2020,973,20.2,4300,4061
23/11/2020,539,28.7,8000,7970
23/11/2020,281,22.9,8000,8001
23/11/2020,535,16.6,8000,7313
24/11/2020,211,12.1,3800,3114
24/11/2020,383,20.8,4500,3635
24/11/2020,390,17.1,4700,3994
24/11/2020,600,12.7,9000,8696
24/11/2020,317,10.7,4000,2313
24/11/2020,584,14.7,8000,6408
24/11/2020,487,22.3,5500,5476
24/11/2020,57,16.5,8000,7916
24/11/2020,356,18.7,5800,5792
24/11/2020,503,3.8,8000,3876
24/11/2020,353,16.8,4000,3252
24/11/2020,307,30.1,8000,7977
24/11/2020,60,12.1,3800,2329
24/11/2020,519,27.2,5900,5892
24/11/2020,581,7.6,4000,3232
24/11/2020,497,21.6,8000,7686
24/11/2020,402,21.9,8000,7996
24/11/2020,311,9.9,3900,3273
24/11/2020,53,18.4,4500,4213
24/11/2020,493,21.2,8000,7173
24/11/2020,195,5.3,2000,1087
24/11/2020,63,23.4,8000,7671
24/11/2020,511,10.2,7400,7192
24/11/2020,586,9.0,5000,3610
24/11/2020,358,17.0,4800,4792
24/11/2020,952,29.5,7400,7323
24/11/2020,56,13.7,3900,3497
24/11/2020,177,14.0,4100,3123
24/11/2020,595,7.8,4000,4048
24/11/2020,504,15.6,8000,7981
24/11/2020,948,1.6,2000,1910
24/11/2020,386,14.5,4200,4227
24/11/2020,355,19.0,4400,4394
24/11/2020,319,19.4,4400,3643
24/11/2020,312,17.5,4500,4240
24/11/2020,516,21.5,8000,6637
24/11/2020,208,6.7,3600,2076
24/11/2020,350,20.4,5000,5058
24/11/2020,539,27.4,8000,8035
24/11/2020,166,21.7,5500,5527
24/11/2020,281,30.3,8000,8001
24/11/2020,532,15.1,4000,3957
24/11/2020,297,12.4,4100,2640
24/11/2020,447,23.1,7000,6963
24/11/2020,973,18.0,4300,2776
24/11/2020,348,28.7,7500,7491
24/11/2020,479,13.9,8000,7741
24/11/2020,531,11.2,4000,4054
24/11/2020,278,26.2,4000,4001
24/11/2020,557,12.4,9000,5858
24/11/2020,254,22.3,4000,3403
24/11/2020,370,20.0,5100,5084
24/11/2020,443,17.8,8000,7176
24/11/2020,337,39.9,8000,7977
24/11/2020,83,14.2,8000,7820
24/11/2020,347,10.8,3700,2493
24/11/2020,535,24.2,8000,7324
24/11/2020,523,8.9,8000,6230
24/11/2020,300,8.1,4000,3853
24/11/2020,604,9.3,5000,4988
24/11/2020,169,47.8,11500,11509
24/11/2020,26,21.7,6000,6021
24/11/2020,968,11.6,4600,2613
24/11/2020,468,17.8,8000,7029
24/11/2020,524,21.6,8000,8016
24/11/2020,382,11.8,4200,4244
25/11/2020,348,32.1,7400,7270
25/11/2020,468,18.5,8000,7360
25/11/2020,356,21.5,5800,5842
25/11/2020,347,11.3,3800,2138
25/11/2020,60,11.3,3800,1878
25/11/2020,319,16.6,4500,2634
25/11/2020,355,17.3,4400,4397
25/11/2020,503,4.6,8000,3997
25/11/2020,595,5.2,4000,3971
25/11/2020,497,13.7,8000,6496
25/11/2020,600,15.2,9000,8805
25/11/2020,353,19.6,4100,4104
25/11/2020,83,14.2,8000,7414
25/11/2020,169,49.4,11500,11510
25/11/2020,487,21.0,5400,5162
25/11/2020,337,35.7,8000,8032
25/11/2020,443,18.9,8000,7224
25/11/2020,604,13.2,5000,5013
25/11/2020,402,23.5,8000,7429
25/11/2020,493,19.0,8000,6217
25/11/2020,63,24.2,8000,7963
25/11/2020,479,20.8,8000,7823
25/11/2020,447,28.3,7200,7183
25/11/2020,177,13.8,4100,3020
25/11/2020,350,19.9,4900,4543
25/11/2020,166,16.7,5700,5675
25/11/2020,581,9.3,4000,3744
25/11/2020,383,15.5,4500,3986
25/11/2020,307,30.4,8000,8030
25/11/2020,557,13.3,9000,5715
25/11/2020,254,25.5,4100,3936
25/11/2020,300,12.5,4000,2649
25/11/2020,523,26.6,8000,7396
25/11/2020,26,24.0,6000,5944
25/11/2020,968,13.5,4500,3802
25/11/2020,519,27.1,6100,5939
25/11/2020,53,17.8,4600,4001
25/11/2020,208,7.7,3500,2975
25/11/2020,952,27.6,7600,7672
25/11/2020,56,9.6,4000,3175
25/11/2020,311,10.1,3900,3723
25/11/2020,584,15.7,8000,5127
25/11/2020,211,11.1,3800,3618
25/11/2020,386,14.0,4200,4200
25/11/2020,516,14.1,8000,6796
25/11/2020,382,13.4,4200,4150
25/11/2020,539,28.9,8000,8019
25/11/2020,531,11.8,4000,3997
25/11/2020,370,20.1,5100,4882
25/11/2020,535,31.7,8000,7816
25/11/2020,281,34.1,8000,8037
25/11/2020,532,16.0,4100,4094
25/11/2020,973,16.8,4300,3398
25/11/2020,524,15.9,8000,7911
25/11/2020,297,12.3,4100,2518
25/11/2020,278,27.8,4000,4001
25/11/2020,511,11.7,7400,7580
25/11/2020,504,18.3,8000,7798
25/11/2020,358,18.8,4800,4830
25/11/2020,57,16.8,8000,7068
25/11/2020,586,11.0,5000,3723
25/11/2020,195,6.1,2000,1534
25/11/2020,390,17.4,4700,4660
25/11/2020,312,17.8,4500,4486
25/11/2020,317,9.2,4000,2610
26/11/2020,166,20.9,5600,5651
26/11/2020,504,16.0,8000,7065
26/11/2020,319,14.9,4500,3309
26/11/2020,337,33.3,8000,7985
26/11/2020,443,19.3,8000,7728
26/11/2020,382,13.2,4200,4153
26/11/2020,524,19.4,8000,8028
26/11/2020,297,11.7,4100,3624
26/11/2020,447,24.8,7400,7385
26/11/2020,350,18.5,4800,4767
26/11/2020,83,10.4,8000,7213
26/11/2020,57,16.9,8000,7162
26/11/2020,468,16.2,8000,5279
26/11/2020,532,15.1,4200,4194
26/11/2020,973,17.4,4300,3704
26/11/2020,539,27.7,8000,7955
26/11/2020,281,29.9,8000,7976
26/11/2020,503,4.9,8000,4048
26/11/2020,370,14.3,4900,4817
26/11/2020,317,7.6,4000,2808
26/11/2020,535,29.1,8000,6535
26/11/2020,347,10.7,3800,3078
26/11/2020,356,21.3,5900,5849
26/11/2020,60,10.6,3900,1900
26/11/2020,479,18.4,8000,8083
26/11/2020,278,25.3,4000,3928
26/11/2020,390,17.3,4700,4755
26/11/2020,531,10.7,4000,3959
26/11/2020,348,30.1,7400,6735
26/11/2020,254,24.4,4200,4174
26/11/2020,584,14.7,8000,4771
26/11/2020,600,14.3,9000,8592
26/11/2020,211,11.1,3800,2767
26/11/2020,586,10.5,5000,3138
26/11/2020,307,25.0,8000,7958
26/11/2020,56,14.8,4000,3901
