5b04. Total dispensed feed for the last 10 days 16/12/2020 16:54:50
07/12/2020,493,22.3,8000,8029,-,-
07/12/2020,497,21.1,8000,7752,-,-
07/12/2020,969,-,1000,-,-,-
07/12/2020,328,-,8000,-,-,-
07/12/2020,369,-,3000,-,-,-
07/12/2020,504,15.0,8000,6112,-,-
07/12/2020,971,21.9,4500,4510,-,-
07/12/2020,390,17.9,4600,4618,-,-
07/12/2020,312,17.3,4500,4500,-,-
07/12/2020,281,28.6,8000,8025,-,-
07/12/2020,539,26.8,8000,7981,-,-
07/12/2020,544,-,8000,-,-,-
07/12/2020,503,-,8000,-,-,-
07/12/2020,278,26.0,4000,3980,-,-
07/12/2020,317,-,3800,-,-,-
07/12/2020,279,-,1000,-,-,-
07/12/2020,18,-,1200,-,-,-
07/12/2020,386,17.1,4500,4004,-,-
07/12/2020,610,-,8000,-,-,-
07/12/2020,90,-,3000,-,-,-
07/12/2020,394,-,5000,-,-,-
07/12/2020,353,25.1,5800,5792,-,-
07/12/2020,447,30.6,8000,8013,-,-
07/12/2020,351,-,1000,-,-,-
07/12/2020,167,-,2000,-,-,-
07/12/2020,660,-,1900,-,-,-
07/12/2020,948,-,2000,-,-,-
07/12/2020,952,29.1,8000,7946,-,-
07/12/2020,95,-,4000,-,-,-
07/12/2020,57,-,4000,-,-,-
07/12/2020,166,22.1,5800,5169,-,-
07/12/2020,454,-,9000,-,-,-
07/12/2020,389,-,3000,-,-,-
07/12/2020,91,-,1000,-,-,-
07/12/2020,661,-,3000,-,-,-
07/12/2020,354,-,1600,-,-,-
07/12/2020,794,-,3000,-,-,-
07/12/2020,359,-,4900,-,-,-
07/12/2020,73,-,500,-,-,-
07/12/2020,836,-,1900,-,-,-
07/12/2020,56,16.2,4200,3323,-,-
07/12/2020,946,-,4800,-,-,-
07/12/2020,355,18.0,4600,4243,-,-
07/12/2020,350,18.7,4800,4850,-,-
07/12/2020,437,-,8000,-,-,-
07/12/2020,915,-,4800,-,-,-
07/12/2020,457,-,8000,-,-,-
07/12/2020,604,-,5000,-,-,-
07/12/2020,92,-,3000,-,-,-
07/12/2020,60,-,3000,-,-,-
07/12/2020,83,14.9,8000,8007,-,-
07/12/2020,752,-,500,-,-,-
07/12/2020,806,-,3400,-,-,-
07/12/2020,443,19.6,8000,7403,-,-
07/12/2020,402,30.9,8000,7923,-,-
07/12/2020,348,26.4,8300,7810,-,-
07/12/2020,366,-,1000,-,-,-
07/12/2020,914,-,1000,-,-,-
07/12/2020,109,-,1000,-,-,-
07/12/2020,163,-,3000,-,-,-
08/12/2020,353,25.0,5900,5831,-,-
08/12/2020,57,-,4000,-,-,-
08/12/2020,544,-,8000,-,-,-
08/12/2020,92,-,3000,-,-,-
08/12/2020,18,-,1200,-,-,-
08/12/2020,918,-,500,-,-,-
08/12/2020,503,-,8000,-,-,-
08/12/2020,550,-,4000,-,-,-
08/12/2020,278,27.9,4000,4032,-,-
08/12/2020,557,11.8,9000,4494,-,-
08/12/2020,328,-,8000,-,-,-
08/12/2020,443,20.9,8000,7975,-,-
08/12/2020,921,-,3700,-,-,-
08/12/2020,358,17.8,4600,4313,-,-
08/12/2020,23,-,500,-,-,-
08/12/2020,752,-,500,-,-,-
08/12/2020,351,-,1000,-,-,-
08/12/2020,493,19.9,8000,7501,-,-
08/12/2020,240,36.4,4200,4202,-,-
08/12/2020,794,-,3000,-,-,-
08/12/2020,379,-,3200,-,-,-
08/12/2020,259,21.9,4400,4218,-,-
08/12/2020,394,-,5000,-,-,-
08/12/2020,319,20.1,4800,4769,-,-
08/12/2020,95,-,4000,-,-,-
08/12/2020,254,31.6,5900,5868,-,-
08/12/2020,969,-,1000,-,-,-
08/12/2020,552,-,4000,-,-,-
08/12/2020,497,21.9,8000,7931,-,-
08/12/2020,390,19.6,4600,4573,-,-
08/12/2020,527,-,1000,-,-,-
08/12/2020,308,-,3000,-,-,-
08/12/2020,63,23.2,8000,7781,-,-
08/12/2020,297,12.5,4000,2872,-,-
08/12/2020,914,-,1000,-,-,-
08/12/2020,516,23.5,8000,8011,-,-
08/12/2020,90,-,3000,-,-,-
08/12/2020,402,28.3,8000,8044,-,-
08/12/2020,973,-,4300,-,-,-
08/12/2020,946,-,4800,-,-,-
08/12/2020,296,-,4100,-,-,-
08/12/2020,307,27.4,8000,8048,-,-
08/12/2020,300,14.2,4000,3229,-,-
08/12/2020,83,15.3,8000,7983,-,-
08/12/2020,60,-,3000,-,-,-
08/12/2020,523,24.7,8000,7927,-,-
08/12/2020,355,19.1,4600,4592,-,-
08/12/2020,370,21.8,4800,4842,-,-
08/12/2020,915,-,4800,-,-,-
